,0,1,2,3,4,5
34,675.2,528.2,803.1428571428571,634.4285714285714,-0.09609644097222514,0.47520824652777094
35,675.25,535.25,667.8571428571429,610.5714285714286,0.18128927951389073,0.2641603732638913
36,581.1,603.2,768.1666666666666,605.8333333333334,-0.14690989583333192,0.1382307291666649
37,575.2857142857143,528.4285714285714,770.2,590.8,-0.30127697172618895,0.23257905505951726
38,670.7142857142857,578.5714285714286,738.1538461538462,636.2307692307693,0.09601915922618787,0.3109912574404774
39,572.4285714285714,550.7142857142857,744.8333333333334,603.6666666666666,-0.2508578249007911,0.18277498759920263
40,573.2857142857143,553.0,742.4444444444445,610.0,-0.25204507688491873,0.1871011284722215
41,669.25,595.75,710.0,639.5,0.1642319878472236,0.25319683159722217
42,576.3333333333334,534.0,710.2,642.0,-0.30489626736110864,0.23951779513889448
43,579.25,535.75,767.75,601.875,-0.2887176649305587,0.2388409288194424
44,673.0,610.4285714285714,678.0,649.5,0.01055952380952381,0.01055952380952381
45,433.3636363636364,602.8181818181819,534.0,478.0,-0.030070983270199747,-0.5405574889520182
46,428.75,603.75,559.0,476.0,-0.07797938368055668,-0.5224911024305499
47,577.0,556.3333333333334,671.0,536.0,0.008305555555555557,0.008305555555555557
48,635.1,544.2,675.5,596.0,0.07880711805555407,0.18191649305555302
49,619.8644067796611,541.9745762711865,647.0,561.0,0.1392435190089465,0.07506515566149119
50,570.6666666666666,558.1666666666666,655.7142857142857,554.4285714285714,0.008381944444444444,0.008381944444444444
51,604.0,573.8571428571429,650.25,587.75,0.08964949156746371,0.04949882192460109
52,605.4,566.4,649.75,585.5,0.08657664930555597,0.057428211805557794
53,574.0,555.0,659.6,567.8,0.00825,0.00825
54,639.375,569.125,636.875,596.75,0.2074827473958365,0.10098860677082655
55,569.25,545.875,634.7,600.9,0.007869791666666667,0.007869791666666667
56,634.5714285714286,564.8571428571429,644.9090909090909,577.0,0.20917652529762165,0.08052139136904657
57,622.25,564.75,668.8333333333334,552.0,0.18575195312499915,0.049169921875005684
58,567.0,535.6,668.0,550.3333333333334,0.007441666666666668,0.007441666666666668
59,615.75,587.75,640.375,591.0,0.16971245659722456,0.03543511284722456
60,618.0,579.25,632.75,589.75,0.1758650173611116,0.039732204861110176
61,573.5,552.0,662.6666666666666,557.0,0.008125,0.008125
62,566.4285714285714,609.4285714285714,569.0,573.4444444444445,0.19344897073412426,-0.17954768105158792
63,568.25,610.0,641.8,583.5,0.010541666666666666,0.010541666666666666
64,570.0,578.375,578.0,555.4285714285714,0.1608806423611142,-0.14048654513889147
65,571.4285714285714,578.7142857142857,642.0,549.6153846153846,0.009238095238095236,0.009238095238095236
66,598.6153846153846,555.6923076923077,585.9230769230769,551.9230769230769,0.20774375667735256,-0.06193472889957263
67,572.5714285714286,529.2857142857143,583.3333333333334,551.3333333333334,0.0638612971230188,-0.056334015376982904
68,591.3076923076923,528.1538461538462,609.0,548.75,0.09442798477564196,-0.004811798878208151
69,606.4444444444445,550.3333333333334,598.8181818181819,546.8181818181819,0.21705830439815088,-0.037772424768519386
70,571.1428571428571,530.4285714285714,623.75,527.875,0.05004309275793872,-0.05151382688492134
71,578.0,532.25,623.8571428571429,527.5714285714286,0.08166362847222075,-0.04821918402777925
72,596.3846153846154,554.5384615384615,603.875,551.75,0.1717558426816268,-0.04343346020299066
73,597.0,553.1666666666666,610.5714285714286,551.2857142857143,0.1597455150462963,-0.031830005787035986
74,579.1818181818181,544.6363636363636,619.8,539.8,0.08928097380050559,-0.049302122790400915
75,583.6153846153846,542.2307692307693,606.25,552.0,0.09597632879273732,-0.0367009548611108
76,596.0,552.5454545454545,604.4285714285714,550.5714285714286,0.008147727272727272,0.008147727272727272
77,595.6363636363636,640.4545454545455,548.0,613.2,0.3066284327651516,-0.14913506155303224
78,580.06,591.02,656.1428571428571,605.2857142857143,0.009750833333333332,0.009750833333333332
79,581.7142857142857,586.1428571428571,623.875,583.5,0.08818074156746292,-0.03835385664682889
80,578.125,582.25,622.625,583.5,0.0701886935763909,-0.03898122829860995
81,574.0,560.3333333333334,646.2,583.1,0.008472222222222223,0.008472222222222223
82,596.9,638.1,544.3333333333334,610.0,0.31931250000000233,-0.15375000000000227
83,593.7,641.4,546.8,612.0,0.30670277777777954,-0.15692222222222085
84,575.7142857142857,578.8571428571429,640.2142857142857,580.4285714285714,0.00924404761904762,0.00924404761904762
85,593.3076923076923,635.4615384615385,549.25,600.625,0.31401599225427645,-0.16405792601495506
86,592.9230769230769,635.7692307692307,651.2857142857143,577.2857142857143,0.011615384615384612,0.011615384615384612
87,621.875,609.125,565.0,603.25,0.3270152994791644,-0.059908528645834735
88,623.375,609.125,566.375,602.625,0.3337188585069413,-0.05902528211805702
89,573.0,549.7777777777778,640.6153846153846,554.7692307692307,0.00803240740740741,0.00803240740740741
90,540.1666666666666,553.0833333333334,639.0,538.125,-0.05207320601851961,-0.0974117476851859
91,574.4285714285714,553.8571428571429,635.8571428571429,536.4285714285714,0.008202380952380954,0.008202380952380954
92,658.1428571428571,636.2857142857143,496.2857142857143,626.2857142857143,0.5709864211309537,-0.10091648065476022
93,571.3333333333334,561.5,634.2857142857143,568.2857142857143,0.008520833333333333,0.008520833333333333
94,528.4444444444445,604.6666666666666,535.75,535.75,0.18199638310185406,-0.32246976273147965
95,573.8181818181819,535.0,540.6,535.2,0.18215747316919106,-0.1414469302399013
96,570.6363636363636,536.7272727272727,657.0,540.75,0.007488636363636365,0.007488636363636365
97,551.3,579.9,566.625,528.875,0.1748465277777811,-0.22577847222222402
98,552.0,577.4,651.4,530.9,0.009183333333333332,0.009183333333333332
99,600.7142857142857,546.8571428571429,597.2,542.0,0.20059778025793662,-0.048113157242063664
100,587.0,508.1111111111111,613.25,547.375,0.03157904128086386,0.0258542148919787
101,590.4,543.4,653.8571428571429,529.2857142857143,0.007766666666666666,0.007766666666666666
102,591.4545454545455,562.4545454545455,573.6,546.2,0.22857019412878543,-0.10638364109848197
103,592.8,561.6,583.8888888888889,540.7777777777778,0.22774730902777662,-0.10038550347222497
104,587.1,507.1,644.5454545454545,522.0,0.006254166666666667,0.006254166666666667
105,615.6,595.4,571.25,577.5,0.32027473958333275,-0.07982682291666521
106,585.8888888888889,560.6666666666666,636.9090909090909,551.9090909090909,0.00848611111111111,0.00848611111111111
107,612.0,577.0,589.4,567.5,0.2651584201388886,-0.05222439236111143
108,578.7272727272727,522.6363636363636,593.75,566.25,0.02208502998737316,5.7331123734627454e-05
109,607.75,575.25,660.0,530.4285714285714,0.21526801215277658,-0.031196831597220864
110,608.25,578.125,596.0,560.8888888888889,0.2586443142361077,-0.062234592013886925
111,585.9,534.6,662.4,536.0,0.007400000000000001,0.007400000000000001
112,362.3333333333333,571.5,509.625,412.875,-0.16784244791666936,-0.7192096354166679
113,559.875,521.875,633.6363636363636,521.2727272727273,0.006869791666666666,0.006869791666666666
114,658.2,452.6,781.0,543.9,-0.08724973958333493,0.4006018229166699
115,656.0,480.0,661.25,522.0,0.19510633680555856,0.17678602430555657
116,574.7777777777778,438.8888888888889,771.1428571428571,497.0,-0.2926233121141948,0.22396088927469293
117,622.0,484.0,774.8,498.0,-0.03619748263889022,0.2172009548611129
118,646.5555555555555,535.6666666666666,716.25,531.5,0.18007364004629522,0.15052936921296123
119,599.1111111111111,480.55555555555554,722.4,527.8,-0.10798934220679257,0.18049590084876854
120,578.8571428571429,444.42857142857144,713.5,549.6666666666666,-0.29460844494047933,0.24175874255952579
121,629.0,495.25,713.0,550.8333333333334,-0.006540364583329961,0.22256119791666862
122,635.875,533.375,661.7142857142857,573.2857142857143,0.12777050781249955,0.14772167968749983
123,597.8888888888889,476.55555555555554,764.6666666666666,524.5,-0.18052146026234794,0.23085440779320976
124,597.0,452.0,763.6,513.4,0.003958333333333334,0.003958333333333334
125,457.875,580.75,564.0,512.75,-0.11336143663194775,-0.3792696397569415
126,571.0,557.5,641.7777777777778,563.5555555555555,0.008354166666666666,0.008354166666666666
127,540.5384615384615,578.4615384615385,608.8571428571429,553.7142857142857,0.016444277510686334,-0.14810800614316122
128,577.2,564.6,612.7142857142857,553.4285714285714,0.1088552951388877,-0.07212126736111202
129,577.2,564.4,645.1111111111111,551.5555555555555,0.008641666666666666,0.008641666666666666
130,629.9,575.0,636.3333333333334,610.75,0.15417829861111443,0.10375642361110948
131,629.5555555555555,575.2222222222222,637.0833333333334,610.25,0.1544024402006201,0.10221059992284154
132,571.5,561.3333333333334,640.75,577.0833333333334,0.00851388888888889,0.00851388888888889
133,594.875,596.375,659.6,608.8,0.009973958333333333,0.009973958333333333
134,618.0,602.2857142857143,633.5,604.75,0.1916155133928541,0.027737165178571388
135,616.2,598.2,629.6666666666666,607.0,0.17621171874999675,0.03228203124999851
136,585.1428571428571,570.1428571428571,670.25,578.75,0.00888095238095238,0.00888095238095238
137,581.2857142857143,595.4285714285714,598.7777777777778,574.8888888888889,0.16655115327380798,-0.09974906994047927
138,573.1428571428571,557.2857142857143,598.2222222222222,574.8888888888889,0.05321992807539999,-0.04594859871031787
139,578.8888888888889,581.8888888888889,649.2222222222222,555.6666666666666,0.009370370370370371,0.009370370370370371
140,509.25,602.875,560.1666666666666,532.1666666666666,0.08062261284722183,-0.32189691840277845
141,580.2727272727273,545.1818181818181,646.7272727272727,556.5454545454545,0.00784090909090909,0.00784090909090909
142,664.8571428571429,524.4285714285714,728.3,611.3,0.025983568948412028,0.340944506448416
143,665.875,522.875,654.6,569.2,0.23257085503472297,0.18767827690972183
144,568.2857142857143,555.0,724.2222222222222,551.5555555555555,-0.1091726810515894,0.05833289930555452
145,561.25,510.5,721.75,553.0,-0.23353884548610893,0.12495724826388965
146,675.9,577.4,687.6,618.7,0.22601892361110743,0.23269079861110953
147,683.6428571428571,579.1428571428571,715.0,550.7777777777778,0.3643616071428539,0.15824553571428623
148,558.8,505.6,761.2,536.0,-0.27284817708333264,0.14511276041666576
149,543.5714285714286,485.57142857142856,639.2142857142857,634.5714285714286,-0.39896372767857,0.180361049107141
150,671.5,591.25,634.0,629.9,0.29917621527777527,0.15941059027777982
151,564.4285714285714,493.42857142857144,743.625,541.75,-0.26691040426587165,0.1630616939484142
152,563.4285714285714,494.2857142857143,739.625,541.125,0.005720238095238095,0.005720238095238095
153,599.4285714285714,592.0,599.625,591.5,0.18314353918650994,-0.039953559027779306
154,604.0,593.3333333333334,642.6923076923077,578.3846153846154,0.16566073495370404,-0.008388744212965094
155,581.5555555555555,557.4444444444445,632.3636363636364,575.3636363636364,0.008351851851851852,0.008351851851851852
156,616.25,603.375,583.8,580.1,0.31748806423610887,-0.075109592013888
157,625.75,592.25,581.7142857142857,585.7142857142857,0.31522460937500085,-0.035458984374997726
158,563.4,538.0,661.5714285714286,553.5714285714286,0.007541666666666667,0.007541666666666667
159,586.3,587.3,573.625,577.0,0.1988286458333306,-0.1043119791666669
160,571.8571428571429,545.2857142857143,573.125,578.125,0.054722036210314684,-0.052225508432542256
161,575.6666666666666,542.8333333333334,595.4166666666666,574.8333333333334,0.03665292245370466,-0.02325593171295992
162,587.25,572.25,588.3076923076923,574.8461538461538,0.14967122395833599,-0.06308268229166458
163,585.6153846153846,576.6153846153846,586.6666666666666,572.5833333333334,0.1636562166132478,-0.0802590478098324
164,573.1,550.1,620.625,556.5,0.044609548611113325,-0.039562326388889346
165,575.75,547.0,593.5,574.25,0.04916731770833138,-0.03245377604166322
166,584.3076923076923,574.7692307692307,592.0833333333334,573.25,0.14620382612179128,-0.07218860176281794
167,585.5384615384615,576.3076923076923,592.8333333333334,573.8333333333334,0.15060339877136641,-0.07062556757478688
168,578.3333333333334,555.5555555555555,622.0,560.0,0.06396465084876723,-0.033409481095681315
169,573.5,554.5,620.7142857142857,559.0,0.008229166666666666,0.008229166666666666
170,551.7,605.2,590.0,564.75,0.1182225694444412,-0.18105868055555874
171,546.875,593.125,653.2,565.8,-0.023773763020834338,-0.09218196614583007
172,571.5,562.0,653.7142857142857,570.0,0.008541666666666666,0.008541666666666666
173,586.2857142857143,646.0,539.0909090909091,608.6363636363636,0.31081169394841623,-0.18965147569444696
174,585.75,643.625,538.6363636363636,614.2727272727273,0.2927367621527779,-0.17802495659721984
175,576.125,582.25,643.2307692307693,604.5384615384615,0.009385416666666667,0.009385416666666667
176,585.1,545.1,609.0,534.5,0.14116857638889257,-0.06519079861111265
177,579.4,545.8,652.6666666666666,518.3333333333334,0.007866666666666664,0.007866666666666664
178,619.7142857142857,608.4285714285714,560.125,602.0,0.3280683903769841,-0.06933674355158814
179,623.8571428571429,604.4285714285714,634.1,577.9,0.27335943700396825,-0.011132750496031463
180,579.2222222222222,545.6666666666666,633.3333333333334,576.5555555555555,0.00786111111111111,0.00786111111111111
181,567.3333333333334,560.6666666666666,592.4545454545455,555.3636363636364,0.09069256365740586,-0.09767983217592757
182,572.1428571428571,558.2857142857143,636.5,547.875,0.008386904761904764,0.008386904761904764
183,591.5,597.1,575.75,597.0,0.1921463541666668,-0.07846302083333256
184,569.4285714285714,556.5714285714286,633.1,579.4,0.008315476190476189,0.008315476190476189
185,589.5454545454545,571.5454545454545,608.8571428571429,577.4285714285714,0.11998536142677096,-0.031310803345959926
186,589.0,573.0,619.7142857142857,577.4285714285714,0.10512977430555281,-0.022174913194447754
187,576.4285714285714,549.2857142857143,640.1666666666666,565.1666666666666,0.008011904761904763,0.008011904761904763
188,604.875,582.625,605.875,581.25,0.1957522786458341,-0.027812174479166174
189,606.75,582.5,610.875,579.75,0.19876540798610876,-0.022621310763888403
190,571.25,545.75,647.25,553.0,0.007864583333333333,0.007864583333333333
191,616.4444444444445,606.1111111111111,613.875,610.5,0.21144622878086494,0.006424527391978074
192,576.0,566.2857142857143,615.25,611.0,-0.01950080605158888,0.02083959573412386
193,611.625,604.625,660.375,581.375,0.1810363498263854,0.010342990451391643
194,613.5,607.9,621.5,612.5,0.1895133680555574,0.011372743055552803
195,583.75,571.25,653.5714285714286,587.1428571428571,0.008927083333333334,0.008927083333333334
196,594.2727272727273,613.9090909090909,596.4166666666666,607.75,0.18487014678030533,-0.061852154356060396
197,589.4444444444445,616.4444444444445,656.2222222222222,592.3333333333334,0.010810185185185187,0.010810185185185187
198,587.0,519.6,706.5555555555555,561.0,-0.11481848958333529,0.13734557291666505
199,586.6,510.8,650.9090909090909,568.1818181818181,0.006408333333333334,0.006408333333333334
200,584.4545454545455,575.6363636363636,609.25,584.0,0.09522336647727059,-0.03277734374999852
201,576.1428571428571,557.2857142857143,607.5,584.0,0.031502046130952976,-0.01743210565476261
202,573.0,565.2,620.125,584.5,0.017493663194443343,-0.019311024305558533
203,579.625,571.0,614.625,583.125,0.06420822482638755,-0.028438259548607903
204,584.3636363636364,574.1818181818181,623.25,581.0,0.07766852114898626,-0.019771109532825903
205,571.8333333333334,561.3333333333334,620.75,579.75,0.011932870370372939,-0.01973379629629335
206,571.3333333333334,559.6666666666666,625.375,579.125,0.0005918692129611713,-0.01309302662036771
207,588.3333333333334,575.0,615.5,581.875,0.10388498263888835,-0.023888454861108244
208,592.2307692307693,577.6923076923077,612.25,582.125,0.1294752604166689,-0.02781740785256659
209,573.5714285714286,557.7142857142857,641.5,569.75,0.008363095238095235,0.008363095238095235
